data,time
6.655964691784261,227
11.22354923224467,488
6.189581948782905,655
7.329041407065108,836
7.324266854468124,1004
11.476847007713497,1204
6.662262655884231,1395
7.875056494010692,1594
17.63864629641202,1939
42.295305655388475,2106
7.324266854468124,2291
14.85860922123763,2565
24.135831307529937,2881
11.491628585143214,3108
74.09338051967543,3374
40.09284614791848,3929
66.41541656687149,4434
63.8554284279747,5000
62.78866297988517,5925
68.80056705826073,8406
67.84508751049793,11334
73.23374347157267,13861
64.48214990232671,16538
64.88379680070655,19015
68.40132773558803,21517
67.8430466893547,23954
68.3348295928029,26365
65.08043167035922,28726
68.03078965495128,30789
61.507681919849716,33025
63.48437908624704,35124
59.96315312863489,37206
60.843821004966294,39274
59.532551242343324,41246
57.52886867919791,43184
60.613288036971696,45114
64.5236987749818,46956
56.8848958386273,48865
58.54298053386548,50787
58.906878958851365,52724
62.600015969254365,54718
62.803313800835696,56659
63.264030527496516,58655
62.497922101137554,60707
66.31212263897785,62697
62.25904537760535,64662
