data,time
0.2636805275082588,227
1.3109828782081605,488
1.48321120262146,655
1.615681164264679,836
1.7825274467468262,1004
1.9835780358314514,1204
2.0640061259269715,1395
2.3027090191841126,1594
2.728395013809204,1939
2.8821031045913696,2106
2.904973559379578,2291
3.4872141075134278,2565
3.786833891868591,2881
3.743097448348999,3108
4.318144717216492,3374
4.944760746955872,3929
5.6036046028137205,4434
6.200806961059571,5000
7.353681106567382,5925
10.001421852111816,8406
13.141407585144043,11334
16.373838481903075,13861
19.077816867828368,16538
21.62340072631836,19015
24.36991493225098,21517
26.911556587219238,23954
29.11957244873047,26365
30.989028015136718,28726
33.125011672973635,30789
34.23011329650879,33025
36.13827465057373,35124
37.323365440368654,37206
38.729905166625976,39274
39.88068798065186,41246
40.912223968505856,43184
42.64550827026367,45114
44.30996006011963,46956
44.05563987731934,48865
45.205250091552735,50787
45.940065231323246,52724
48.03685146331787,54718
49.225417938232425,56659
49.80454658508301,58655
50.28538520812988,60707
52.27323104858399,62697
52.10213520050049,64662
