data,time
7.986271053052018,272
7.3242668544681235,496
6.8452692509176805,732
7.1397179155825405,922
7.324266854468124,1086
6.000258457300339,1261
6.662262655884231,1415
7.139717915582541,1568
11.934762029814378,1776
9.338608866911256,1922
7.774960998868482,2084
11.218128975735318,2292
8.88093033893724,2466
18.6046726600232,2737
30.598443423296917,2954
9.059119536009469,3143
17.859920549982427,3374
28.385084946299163,3874
42.46567253902722,4261
63.4988324219678,6583
60.85285742900127,8804
64.38681392820654,11117
67.35519514106338,13741
65.39459879922354,16284
65.92133270256394,18999
