data,time
10.720918401595597,13
14.200568269772887,29
8.559713270888297,40
31.459196266752958,82
32.40782180659646,109
72.42063177794155,163
17.497555178668808,191
14.38659772864236,208
8.890417650921698,240
45.60253757966917,282
16.541330920983643,308
12.73287668546001,322
15.811059711173803,346
13.49308423575027,360
6.392067738927351,376
29.183934785364524,408
5.639654759298539,418
7.462043840039637,429
4.73502359851908,437
13.450323363669636,451
10.127707965251531,464
13.398957669424309,485
10.610616117609444,498
13.91729759885641,513
15.431254578531943,535
6.545604701236201,544
9.011396622422861,564
9.307040870363865,584
112.62413726493362,659
9.521874203703444,671
11.50932646290418,698
9.709036425272844,711
7.260409800775371,722
15.219385078604372,750
5.60943802397941,759
33.433644987471304,795
8.413423282735819,805
23.37135017181554,837
6.787837186712231,850
25.778408242866355,875
62.16836021473021,921
13.408020940680968,939
11.34154019154622,952
14.055954401361957,969
8.513844227812044,995
15.457211668700507,1012
28.19085929763137,1045
13.985869207811746,1060
9.089486573345647,1072
8.2088773957148,1082
21.174975137652442,1109
22.524438015270977,1132
7.72123297773804,1145
25.81901762889627,1178
26.356726258423183,1205
21.612092208201382,1235
8.30936554979027,1251
10.136497217894032,1265
12.977585123073016,1280
10.113841442431243,1305
23.89607761296505,1332
5.548591404190367,1345
7.362255797642072,1359
16.38158317373018,1378
17.781461616247363,1400
4.982428186776434,1413
6.825628233760094,1426
8.965831012540953,1439
9.132591138009104,1452
21.847180500047518,1489
9.486331470322277,1502
18.65430284319823,1521
6.805526463368237,1537
7.681362013110112,1550
12.188785225445312,1563
5.640924114848118,1572
10.812009625673145,1599
10.474074477587958,1618
9.196671600166743,1632
15.871469515452285,1650
24.333273355680387,1685
13.733612049110981,1706
30.455928050402196,1745
9.63632765988949,1757
11.304660898303956,1786
6.332888675628169,1800
10.117464420619337,1812
24.51912749118708,1841
17.832092579491086,1859
6.012511779932301,1870
38.074624527999354,1900
10.86672804051465,1915
28.594689754284207,1942
16.046249144074746,1958
15.636773609455076,1979
10.142086519944105,1991
23.960217651786397,2025
11.02050007604361,2041
11.819401297850881,2054
19.304400192315466,2080
13.706432241303363,2095
10.003077454883584,2110
25.35363686825411,2144
14.688424154618538,2162
8.808349274221522,2178
21.275912779715387,2201
16.603723599997437,2228
10.975597894653507,2248
22.29755513269473,2270
11.873841045388358,2306
68.6993932722903,2353
25.754158853619437,2390
18.689841594445898,2415
25.035496930024657,2441
17.775863592027072,2462
53.85309322479153,2542
8.286588825675867,2555
18.838879784651937,2573
10.97021742978002,2588
32.3911393312816,2627
30.096562678524347,2669
16.798803058299928,2690
85.01009307133734,2747
11.827200560873328,2775
8.632666130950948,2788
8.229271738517996,2800
15.098691988089756,2821
10.885945717223068,2834
54.35001854954132,2880
6.15887428793053,2897
11.396732592629496,2915
9.328849106073521,2931
7.477262303078102,2961
12.507339955417066,2977
12.557998542599014,3005
8.954848386199414,3017
10.556707110500358,3029
6.036124413594139,3038
11.549102733926015,3055
16.270682996512523,3070
18.84455997319311,3088
7.678559808079463,3099
16.048864547672366,3122
25.4386990727488,3154
10.19175766281255,3169
6.213999543818698,3177
28.97094297559765,3201
14.975232726069136,3218
11.419878348426984,3231
7.480372409086233,3241
14.436971490850791,3257
7.111919689539704,3267
16.668338709081365,3292
15.72588047218214,3308
25.054369008490205,3331
6.019558418621873,3340
14.789706325283838,3361
9.088085221684038,3372
15.920517656765748,3390
14.251998377595504,3415
53.704795596119034,3473
7.788734323600537,3499
27.644231598035734,3524
16.905794031655187,3541
19.117028451195036,3565
11.55112144181885,3578
15.399650189069362,3597
64.36844548674316,3652
24.68143427804771,3681
11.830512200104177,3696
22.01583682453635,3734
19.92149805221107,3757
18.75832913131742,3782
10.753204223914754,3794
9.873073321682574,3807
6.023482144646673,3818
10.638061947897366,3834
14.386451668562634,3850
21.527521903425654,3871
5.497629664576317,3880
23.948699691294,3918
6.505311659266919,3927
28.788549386728835,3961
13.225999548948865,3995
11.414122867630924,4008
47.57947499335128,4054
5.777404635516868,4067
12.92290217650443,4082
20.368170895351668,4120
10.250663892970499,4132
21.030475742496517,4159
20.5232406530766,4183
14.064249920554808,4198
12.079951807424825,4222
7.976333752012332,4232
5.941812426743818,4243
46.549252584022625,4280
18.355395026535657,4300
19.469280860176045,4324
11.97435056530358,4353
10.531705632279337,4369
8.77963130396426,4386
9.507334455214572,4398
24.5226662090198,4433
10.388519787344434,4449
5.302374703289895,4460
14.973212813697264,4485
16.55893251916964,4501
67.5861886269389,4557
15.941766024754545,4580
35.269928376527425,4622
24.75507141631423,4644
18.132700111739393,4680
71.21071196676986,4733
10.511395967097783,4748
16.762247899723786,4769
8.908153063140224,4787
8.136634200534955,4798
14.862999394365785,4824
25.672378656455837,4859
14.323511772151926,4874
30.133339254874176,4923
11.19130792863317,4936
8.717885903274343,4952
10.213725233990369,4973
8.69997837344484,4984
3.919522704284027,4996
12.012033338649479,5010
12.78697313409898,5025
30.85077198587101,5064
11.021100371329164,5081
12.940985669434944,5103
10.922848202580248,5123
8.991944107552975,5142
14.277408240581048,5162
9.051752049427531,5178
20.213473334875435,5198
10.844592524693734,5218
9.862568614646936,5238
12.240881439311636,5253
11.981934741280789,5269
10.657261348209595,5282
24.90337385534665,5307
10.138341137962712,5326
17.0266216765781,5355
22.4375139556501,5396
23.923125172202553,5420
26.553008950150854,5442
62.43478143046096,5501
19.687259547926192,5536
11.878879268897226,5550
6.653441182714104,5559
12.620872668396027,5575
25.535247721717255,5597
15.84363236279335,5613
7.67065304094309,5627
41.601920684931905,5658
14.2043352653525,5677
44.37374376492841,5704
7.68805733816426,5714
14.581443742513677,5733
12.16415724673646,5755
13.665284974084908,5772
29.874235100953886,5796
12.189390635605172,5810
22.049570006894815,5834
19.113311619486524,5858
10.483248977713515,5870
18.100219128230695,5897
12.67210575961991,5912
12.020812318555862,5924
46.31931621664279,5961
35.42733063876751,5993
14.546515702410618,6010
11.402715440226638,6036
42.07278796481188,6069
13.372796896294659,6083
14.455461237950676,6100
12.601238004932672,6114
5.422767863229467,6125
7.3073251968954605,6136
10.32286061762041,6154
23.81273019656296,6175
11.692129124741314,6193
7.811866147520099,6202
8.611661878258108,6219
30.40384772277367,6247
7.897478410082544,6257
30.135560827437804,6288
7.695701751724304,6298
18.340076214019106,6321
15.846258984678213,6342
9.588258445021314,6354
15.64517350972998,6377
11.731955589380947,6393
44.995258612728755,6426
5.30798660946164,6436
10.811312382389733,6452
6.842726576804674,6463
19.622018339008882,6483
13.785511079285396,6503
13.906185543928276,6523
10.563025195093422,6535
11.716826992044213,6550
12.401267435653759,6566
29.425848817094625,6616
9.810023825907837,6637
23.662444367414473,6683
11.623615679660546,6709
32.35273913979308,6738
