data,time
15.407061137184835,282
15.33081863578942,451
15.37596114517072,671
15.436312574454682,875
15.414098634369799,1082
15.344246357682957,1305
15.443438033359941,1489
15.546106289751803,1650
15.385328661997002,1870
15.233089301154997,2080
15.41506268547428,2306
15.431611958382257,2627
15.56709789344522,2897
15.514650773133656,3070
15.378254450920627,3241
15.459750447801433,3415
15.525744050870195,3696
15.431605233821982,3880
15.290302888425753,4132
15.26448034913015,4353
15.353240745844031,4580
15.507226614229475,4859
15.344846369524884,5064
15.41383183091536,5253
15.320907807731308,5536
15.375744209584793,5714
15.272211179786034,5912
15.432305405170387,6125
15.344710826889502,6298
15.386210171330129,6483
