data,time
7.986271053052018,191
7.3242668544681235,446
7.028988577728871,656
7.1397179155825405,807
7.324266854468124,948
6.000258457300339,1113
6.662262655884231,1299
7.139717915582541,1485
6.662262655884231,1640
6.4777137169986485,1804
11.76015462667045,2007
20.801361279735637,2237
16.36490969160867,2406
8.699066948419818,2624
7.591260604406438,2819
34.876315281873296,3118
73.73629639099963,3738
64.78133132845795,5737
58.74339001164675,8071
67.30713328511928,10682
63.89751522988943,13099
69.31096846058794,15435
67.27218626656608,17976
